OC.A	I/aa	Marque of the complément (devant the pronoms et noms propres)	Marque du complément (devant les pronoms et noms propres)
OC.KAAKAA.1A	ʔAʔaa	Parrot sp.	(Wte)
OC.KAAKAA.1A	Aʔa/taevao	Parakeet (Cyanorhampus zelandicus)	(Clk)
OC.KAAKAA.1A	Aa	The name of a bird of the paroquet kind, or small parrot; there are two sorts, the one called aa taevao, which has fine red feathers, the other, aa mahu, has no red feathers	(Dvs)
CE.KAA-KAFU	ʔAʔahu	Etoffe, vetement	(Lmt)
NP.KAKAI.2	Aai	A tale or fabulous relation	A tale or fabulous relation
NP.KAKAI.2	ʔAʔai	Conte, histoire, légende	Conte, histoire, légende
NP.KAKAI.2	ʔAʔamu	Conte, histoire, légendeProblematic	Conte, histoire, légendeProblematic
PN.KAKALA	Aara	Sweet, odoriferous as herbs; the sweet or fragrant scent of herbs	(Dvs)
PN.KAKALA-LUU	Aararû	The name of a small beetle	(Dvs)
PN.KAKAMIKA	ʔAmiʔa	(Siegesbeckia orientalis)	(Whr)
PN.O	O	Possessif, devant un complément of nom, exprime the possession forte	Possessif, devant un complément de nom, exprime la possession forte
PN.QA	A	Devant une forme nominale: possessif, exprime the possession weak devant the compléments of nom	Devant une forme nominale: possessif, exprime la possession faible devant les compléments de nom
PN.KA-KANO.1	Aano	Sperm or seed of certain fishes; seeds; the red berries of the hauou or pua tree; seeds of gourds, pumpkins, melons, and cucumbers	(Dvs)
CE.KAAKASO.*	ʔAaʔeho	Roseau (Miscanthus floridulus)Phonologically Irregular	(Lmt)
TA.KAKU.2	Paa/ʔaʔu	Râteau; ratisser, effleurer, épousseter, enlever the toiles d'araignée, écumer	Râteau; ratisser, effleurer, épousseter, enlever les toiles d'araignée, écumer
PN.KA-KAU.2	ʔAaʔau	Manche d’un outil; anse pour tenir un objet; pétiole of leaf, pédoncule of flower, of fruit	Manche d’un outil; anse pour tenir un objet; pétiole de feuille, pédoncule de fleur, de fruit
PN.KAKE	ʔAʔe	Monter, escalader	(Lmt)
NP.KAKII.*	ʔAʔii	Cou (d'un etre humain)	(Lmt)
TA.KAKU.2	Au	To scrape together or heap up rubbish	(Dvs)
PN.KALAA	Arâ	A species of hard black stone	(Dvs)
PN.KALAA	ʔAraa	Pierre of basalte noir very dure	Pierre de basalte noir très dure
CE.KARAEA	Araea	Red earth, bricks, red crockery ware, reddish colour	(Dvs)
CE.KARAEA	ʔAraea	Terre rouge, argile	(Lmt)
PN.KALALAA	Ararâ	Hoarse, through calling or much speaking	(Dvs)
PN.KALA-MISI	Aramihi	The name of a small edible crab	(Dvs)
TA.KARAPOGA	ʔArapoʔa	Gorge (d'un homme ou d'un animal), cou; glouton, vorace	(Lmt)
PN.KALAWA.2	ʔAarava/rava	Zébrures on the peau (résultant of blessures or of coup of fouet)	Zébrures sur la peau (résultant de blessures ou de coup de fouet)
NP.KALE.1	ʔAre(miti)	Vague (of the mer)	Vague (de la mer)
CE.KARERE	Arere	A messenger; one appointed as the king's messenger	(Dvs)
CE.KAA-RETU	ʔAaretu	Graminée (Andropogon tahitensis)	Graminée (Andropogon tahitensis)
CE.KAREWA	Arivariva	The name of a small fish that wriggles like an eelPhonologically Irregular	(Dvs)
CP.KAALEWA	ʔAarevareva	Coucou migrateur (Eudynamis taitensis)	(Lmt)
AN.KALI.2	Ari	Scoop earth from hole with both hands	(Dvs)
AN.KALI.2	ʔAri/ʔari	Mince par endroit, of diamètre irregulier	Mince par endroit, de diamètre irregulier
XO.KALI.3	Ari/a	The penis of animalsPhonologically Irregular	(Dvs)
CE.KARIOI	Arioi	A certain fraternity of players, that travelled thru the islands, and observed peculiar customs	(Dvs)
EC.KALISI.2	Arihi	The ropes that are fixed to a fishing net...	(Dvs)
PN.KALO.1	ʔAro	Combattre, se battreUncertain Semantic Connection	(Lmt)
FJ.KALOLO	Aroro	A rope used as a stay to the mast of a sailing canoe	A rope used as a stay to the mast of a sailing canoe
CE.KARUTA	Aruta	To seize food before it is served out	(Dvs)
FJ.KAMA.2	ʔAma	Etre cuit to point or well préparé; be en combustion, be allumé, be chauffé	Etre cuit à point ou bien préparé; être en combustion, être allumé, être chauffé
CE.KAA-MAGA	ʔAamaʔa	Branche d'un tree; branche d'une organisation, partie d'un exposé	Branche d'un arbre; branche d'une organisation, partie d'un exposé
PN.KAMA-KAMA.1	A/ama	The name of a small crab common on the sea shore	The name of a small crab common on the sea shore
TO.KAMATA.2	Taamata	Essayer, gouter, tenter quelque chose; tenter quelqu'unProblematic	(Lmt)
MP.KAMI.1	ʔAmi/ʔami	Avoir the levres qui tremblent	Avoir les levres qui tremblent
FJ.KAMU.1	ʔAmu	Eat; mordre to l’appât; consommer	Manger; mordre à l’appât; consommer
FJ.KAMU.1	A/amu	A glutton; voracious, gluttonous; corroding, spreading, increasing as rust or disease	(Dvs)
PN.KANA.1	ʔAna	Râpe to coconut faite d’un fer plat quie porte of the dents a son extrémité, autrefois en corail; râper of the cocos	Râpe à coco faite d’un fer plat quie porte des dents a son extrémité, autrefois en corail; râper des cocos
MP.KANAHE	Anae	Sea mullet (Mugil cephalus). The name of a fish, the mullet (Dvs).	(Bgn)
CE.KA-NAPA	Anapa	To flash, as lightning or gunpowder	(Dvs)
TA.KAPA.3	Apa	A fish-hook with two feathers fixed to it for catching some sorts of fish; to dart a reed so as to slide along the ground	A fish-hook with two feathers fixed to it for catching some sorts of fish; to dart a reed so as to slide along the ground
CE.KA-NAPA	ʔAnapa	Scintiller, étinceler, lancer of the éclairs	Scintiller, étinceler, lancer des éclairs
NP.KANOFI	Anohi	A fish hook; the point of a fish hookUncertain Semantic Connection	A fish hook; the point of a fish hookUncertain Semantic Connection
PN.KAANONI	ʔAanoʔi	Mélange; mélangé; mélangerProblematic	Mélange; mélangé; mélangerProblematic
TA.KAANUKA	Anua	The name of a tree of hard wood	(Dvs)
EP.KAO.1	Ao	The opening buds of trees, the white heart of cabbage, taro, etc.	(Dvs)
EP.KAO.1	ʔAo	Coeur des bananiers	(Lmt)
OC.KAO.3	ʔAo	Butorides striatus, Little Mangrove Heron	(Clk)
PN.KAO-KAO	ʔAoʔao	Coté (d'un homme, d'un animal or d'un objet)	Coté (d'un homme, d'un animal ou d'un objet)
PN.KAO-KAO	Ivi ʔaoʔao	Côtes	Côtes
CE.KAHORE	ʔAore	Il n'y en a pas; marque of the négation to the passé et to the présent, peu usitée	Il n'y en a pas; marque de la négation au passé et au présent, peu usitée
NP.KAPA.2	Apâ	A mode of using the hands in a native dance	A mode of using the hands in a native dance
PN.KAPA.1	ʔAapa/a	Embrasser	(Lmt)
NP.KAPA.2	ʔApa	Mimer with the mains	Mimer avec les mains
NP.KAPA.2	ʔApa/rima	Style of danse caractérisé par the jeu expressif of the mains	Style de danse caractérisé par le jeu expressif des mains
TA.KAPA.3	ʔApa	Leurre (pour the pêche)	Leurre (pour la pêche)
OC.KAPA-KAPA.A	Apaapa	To flap as a sail, or as the wings of bird; birds of all sorts	(Dvs)
PN.KAPE.1	ʔApe	(Alocasia macrorrhiza). Plant to larges feuilles ressemblant to the taro (Colocasia macrorrhisa) (Lmt).	(Alocasia macrorrhiza). Plante à larges feuilles ressemblant au taro (Colocasia macrorrhisa) (Lmt).
CE.KAPE.3	Ape	To flinch, so as to avoid a blow	(Dvs)
CE.KAPE.3	ʔApe	Esquiver, éviter un coup, éviter un obstacle, éviter un suject in the conversation	Esquiver, éviter un coup, éviter un obstacle, éviter un suject dans la conversation
TA.KAAPIKI	Piʔi	Appel, appeler	(Lmt)
CE.KAAPITI.1	ʔAapiti	Unir (deux elements), mettre en double, seconder	(Lmt)
FJ.KAPO.1	ʔApo	Attraper to the volée	Attraper à la volée
FJ.KAPO.1	Apo	To catch a thing thrown to a person	To catch a thing thrown to a person
MP.KAPU.1A	ʔApu	Coque, coquille, crâne; cavité, concavité	Coque, coquille, crâne; cavité, concavité
CE.KAAPUA	Apua	Manche d’une lance indigène	Manche d’une lance indigène
CC.KAPU-LOLO	ʔApu roro	Crâne humain	Crâne humain
MP.KASI.1	ʔAhi	Palourde (coquillage comestible) (Asaphis tahitensis)	(Lmt)
PN.KASI.2	ʔA/ʔahi	Thon (Thunnus albacarea)	(Lmt)
PN.KASIKASI	Ahiahi	A wound; scars of a warrior; bruises	A wound; scars of a warrior; bruises
AN.KASO.1	ʔAho	Chevron (in une charpente)	Chevron (dans une charpente)
PN.KATA.1	ʔAta	Rire, sourire	(Lmt)
MP.KATA.2	ʔAta	Tige of l’igname, of the vanille, of the manioc, of the patate; bouture of ces plantes or of the taro	Tige de l’igname, de la vanille, du manioc, de la patate; bouture de ces plantes ou du taro
CE.KAA-TARA	Atara	A species of bread fruit; the name of a fishUncertain Semantic Connection	A species of bread fruit; the name of a fishUncertain Semantic Connection
CE.KATAU.*	ʔAtau	Droit (opposé to gauche)	Droit (opposé à gauche)
OC.KATEA	ʔAtea	Tribord, on the pirogues, the côté opposé to the balancier	Tribord, sur les pirogues, le côté opposé au balancier
AN.KATI	Ati	To bite with the teeth, to sting	(Dvs)
NP.KA-ATI-RA	ʔAatiiraa	Assez, ça suffit	Assez, ça suffit
EP.KATO.2	Ato	To rip or pluck off; to pluck leaves or flowers	(Dvs)
PN.KATOA	Atoʔa	Tous, toutes (after une forme nominale); also (after une forme verbale)Phonologically Irregular	Tous, toutes (après une forme nominale); aussi (après une forme verbale)Phonologically Irregular
CE.KATOTO	Atoto	A small gummy shrub	A small gummy shrub
NP.KATULI	Aturi	A running plant of a sour taste, like sorrel	A running plant of a sour taste, like sorrel
EO.KAU.1	ʔAu	Nager (sauf pour the poissons pour lesquels on emploie tere)	Nager (sauf pour les poissons pour lesquels on emploie tere)
PN.KAU.2B	Au/tahua	The company of priests	(Dvs)
AN.KAU.3	Au	A mountain tree of sweet odour	(Dvs)
OC.KAU-QAHE	Auae	The inner part of the lower jaw	(Dvs)
NP.KAU-QALIKI	Auarii/roa	One of the trees said by tradition to be destined to hold up the sky; the leaves resemble those of the oak. Arbrisseau indigène (Jsn).	One of the trees said by tradition to be destined to hold up the sky; the leaves resemble those of the oak. Arbrisseau indigène (Jsn).
TA.KAU-ATI	Auai	A piece of soft wood on which the point of another piece called aurima is rubbed, to procure fire by frictionPhonologically Irregular	A piece of soft wood on which the point of another piece called aurima is rubbed, to procure fire by frictionPhonologically Irregular
CE.KAUFAU	Aufau fetii	The genealogy of a family	The genealogy of a family
CE.KAUFAU	ʔAufau	Payer; impôt, taxeUncertain Semantic Connection	Payer; impôt, taxeUncertain Semantic Connection
PN.KAU-HAGA	Auhaa	The female genitalsPhonologically Irregular	(Dvs)
TA.KAUII.*	ʔAui	Gauche (opposé to droit)	Gauche (opposé à droit)
TA.KAURAKA	Auraa	Not, do not	(Dvs)
PN.KAU-QULI	Auri	Young saplings of the uru, ahia, mape and vi trees; iron of all sorts	(Dvs)
PN.KAU-QULI	ʔAauri	Fer, acier	(Lmt)
CE.KAU-RIMA	ʔAurima	Morceau of wood with lequel on frotte un autre morceau appelé 'au'ati pour obtenir of the feu	Morceau de bois avec lequel on frotte un autre morceau appelé 'au'ati pour obtenir du feu
CE.KAU-RIMA	Aurima	Wood qui frotte un autre wood pour avoir of the feu	Bois qui frotte un autre bois pour avoir du feu
NP.KAULU	Auru	The top ends of small twigs or branches; the end, extremity, or point of a thing	(Dvs)
CE.KAU-NATI.*	Aunati	A piece of wood used for friction	(Dvs)
NP.KAUPAPA	Aupàpà	The flatness of the roof of a house, or of a tree that grows flat	The flatness of the roof of a house, or of a tree that grows flat
FJ.KAUTE	ʔAute	Hibiscus (Hibiscus rosa-sinensis), autrefois (Broussonetia papyrifera) dont on faisait un tapa brun	Hibiscus (Hibiscus rosa-sinensis), autrefois (Broussonetia papyrifera) dont on faisait un tapa brun
FJ.KAUTE	ʔAute ʔuʔumu	(Hibiscus rosa sinensis)	(Hpr)
PN.KAU-WAKA	Auvaa	A fleet of canoes going together; the young brood of the fish fai, or stingray; the wreck of a canoe or boat	A fleet of canoes going together; the young brood of the fish fai, or stingray; the wreck of a canoe or boat
OC.KAWA.1A	Ava	The name of a plant...of which an intoxicating liquor is made; the juice or liquor made of the ava plant; also all kinds of spirituous and intoxicating liquors	(Dvs)
OC.KAWA.1A	ʔAva	Boisson forte, alcool	(Lmt)
NP.KAWA.1B	Ava/ava	Sour, acrid, bitter, saltish	(Dvs)
NP.KAWA.1B	ʔAva/ʔava	Acide, amer, salé; tabac	Acide, amer, salé; tabac
CP.KAWA.3	ʔAvaʔava	(Malacanthus hoedtii). Short-nosed tilefish (Malacanthus brevirostris) (Bct).	(Rdl)
TT.KAWAKE	ʔAavaʔe	Lune, mois	(Lmt)
CE.KAWA-PUSI.*	Avapuhi	An odoriferous plant, used for giving a pleasant scent to a native cloth called puhi ava	An odoriferous plant, used for giving a pleasant scent to a native cloth called puhi ava
EC.KAVAU	Avau	To scold, reprove; use ill language	(Dvs)
MP.KAWE.1A	Ave/ave	The long feelers of the fee or cuttle fish	(Dvs)
SO.KAVEI	ʔAvei	Tentacules of poulpe fe’e	Tentacules de poulpe fe’e
PN.KAWEIGA	Aveia	A mark to steer by when at sea, the sun by day, and moon and stars by night; a mariner's compass	A mark to steer by when at sea, the sun by day, and moon and stars by night; a mariner's compass
PN.KAWEIGA	ʔAveiʔa	Boussole, compas de marine; guide (biblique)	(Lmt)
TA.KAWEU.	ʔAveu	Crabe of cocotier (Birgus latro)	Crabe de cocotier (Birgus latro)
EP.KAA-WIRI	Aviri	To twist cocoa-nut leaves to serve as a fishing net	(Dvs)
TA.KAVITI.2	Aviti	A fish-hook made of the pearl oyster shell	(Dvs)
PN.KEA.1	ʔEa	Aphte, muguet [mouth-ulcer, thrush]	(Aca)
PN.KEA.1	Ea	A disease of the mouth, aphtha or thrush	(Dvs)
PN.KEFU	ʔEhu	Roux (se dit of the cheveux)	Roux (se dit des cheveux)
OC.KEHE	ʔEe	Différent, étrange, étranger	Différent, étrange, étranger
TA.KEI	ʔEi/ hea?	Where?	(Cph)
CE.KEEKEE	ʔEeʔee	Aisselle	(Dvs)
EP.KELE.C	ʔEre/ʔere	Noirceur; noir, sombre; devenir noir; bleu of the profondeurs of the mer, bleu d'un hématome	Noirceur; noir, sombre; devenir noir; bleu des profondeurs de la mer, bleu d'un hématome
TA.KETA.*	ʔEta/ʔeta	Résistant (to the cassure et to the déformation), solide, ferme, dur, rigide, raide; résistant physiquement (en parlant d'une personne), athlétique; sens figuré, entêté	Résistant (à la cassure et à la déformation), solide, ferme, dur, rigide, raide; résistant physiquement (en parlant d'une personne), athlétique; sens figuré, entêté
EO.KETE.A	ʔEte	Paniers en pandanus ou paniers chinois en bambous	(Lmt)
FJ.KETU.1	ʔEtu	Fouir the terre (se dit of the cochons)	Fouir la terre (se dit des cochons)
CE.KALEU.A	Rereu	HirondelleProblematic	(Aca)
FJ.KI.1	I	A, to the	A, au
EP.KII.1	I	To speak (obs.)	(Dvs)
TA.KII.2	ʔIi	Plein, rempli	(Lmt)
PN.KIA.1A	ʔIa	Devant une forme verbale: exprime un souhait or un désir.	Devant une forme verbale: exprime un souhait ou un désir.
OC.KIATO	ʔIato	The deux traverses qui relient the balancier to the pirogue	Les deux traverses qui relient le balancier à la pirogue
TA.KIE.C	ʔIe	"Voile of bateau; toile; partir: ""mettre the voiles"""	"Voile de bateau; toile; partir: ""mettre les voiles"""
NP.KIE-KIE.B	ʔIeʔie	Racines adventices utilisées en vannerie, or the plant elle-same (Freycinetia demissa)	Racines adventices utilisées en vannerie, ou la plante elle-même (Freycinetia demissa)
AN.KOKO.1	ʔOoʔomi	Froncer les sourcils (Dvs). Saisir, presser (Jsn).	(Aca)
PN.KIKO.A	ʔIʔo	Chair (d'un homme, d'un animal)	(Lmt)
AN.KILI.1	Iri	Skin, bark, peeling; leaves of the palmeto	(Dvs)
AN.KILI.1	ʔIri	Peau	(Lmt)
PN.KILIA	Iria	Morose, sour, passionate, ill-natured	(Dvs)
PN.KILIA	ʔIriaa	Acariâtre	Acariâtre
CE.KIRI-A-TAI	Iriatai	The surface of the sea, or the place where the sea and sky appear to meet...; horizon	(Dvs)
CE.KIRI-A-TAI	ʔIriaatai	Horizon	(Lmt)
OC.KILI-KILI	ʔIriʔiri	Gravier; pierreux, grumeleux	(Lmt)
EP.KIMI.*	ʔImi	Rechercher, chercher (quelque chose qu’on a égaré or oublié)	Rechercher, chercher (quelque chose qu’on a égaré ou oublié)
EO.KINA.1	ʔIna	Oursin blanc et noir (Echinus sp.)	(Lmt)
NP.KIINAKI.*	ʔIinaʔi	Aliment d'origine animale: viande or fish, s'oppose to maa'a to the sens restrictif qui désigne the aliments d'origine végétale	Aliment d'origine animale: viande ou poisson, s'oppose à maa'a au sens restrictif qui désigne les aliments d'origine végétale
CE.KINA-KINA.*	Inaina	The water of child birth	(Dvs)
PN.KINO	ʔIno	Bad, méchant, of bad qualité, grossier	Mauvais, méchant, de mauvais qualité, grossier
NP.KINO-KINO	ʔInoʔino	Chagrin, vexation; be peiné, be vexé	Chagrin, vexation; être peiné, être vexé
NP.KINO-KINO	ʔInoʔino te ʔoopuu	Avoir badly to the coeur	Avoir mal au coeur
AN.KIO.1A	ʔIo/ʔio	Piailler (oiseaux, poussins)	(Lmt)
PN.KIO-KIO	ʔIoʔio	Fish voisin of the mulet (Albula vulpes)	Poisson voisin du mulet (Albula vulpes)
NP.KIOLE	ʔIore	Rat, souris	(Lmt)
TA.KISA	Iha/iha	To be panting because of oppression by heat	(Dvs)
TT.KII-TAKE	ʔIitaataʔe, ʔiitaʔetaʔe	Sterne blanche (bird) (Gygis alba)	Sterne blanche (oiseau) (Gygis alba)
AN.KITE.A	ʔIte	see, percevoir; témoin; connaître of vue; savoir, comprendre	Voir, percevoir; témoin; connaître de vue; savoir, comprendre
NP.KIU.2	Iu	A million...	(Dvs)
PN.KIWA.1	Iva/iva	Dark, dismal	(Dvs)
PN.KIWA.1	ʔIva/ʔiva	Dark, dismal	(Wte)
FJ.KO.1	ʔO	Marque of the prédicat nominal, exprime l'équivalence of deux notions: c'est, ce sont	Marque du prédicat nominal, exprime l'équivalence de deux notions: c'est, ce sont
PN.KOO.2C	O/o	To sound, as water near boiling; flatulency, or griping of the bowels	(Lmt)
PN.KOO.1	I ʔoo	Here, there	Ici, là
CE.KOO-FAGA.*	Ofaa	Thicket, impenetrable brushwood; to nestle, or lie close in a nest, as a bird	Thicket, impenetrable brushwood; to nestle, or lie close in a nest, as a bird
NP.KOA.2	ʔOa/ʔoa	Joie, allégresse; joyeux; be joyeux, se réjouir	Joie, allégresse; joyeux; être joyeux, se réjouir
CE.KOATA	ʔOata	"Mamelon (of the sein); ""oeil"" principal d'un coconut,qui laisse passage to the germe; goulot d'une bouteille"	"Mamelon (du sein); ""oeil"" principal d'un coco,qui laisse passage au germe; goulot d'une bouteille"
CE.KOATA	Oata	The monkey's eyes on a cocoanut; the mouth or neck of a gourd; also the meshes of a fishing net	The monkey's eyes on a cocoanut; the mouth or neck of a gourd; also the meshes of a fishing net
AN.KOE	ʔOe	Pronom personnel, deuxième personne of the singulier, tu, toi	Pronom personnel, deuxième personne du singulier, tu, toi
CE.KOO-FAGA.*	ʔOofaʔa	Pondre (oiseaux, lézards), nicher	Pondre (oiseaux, lézards), nicher
CE.KOO-FAGA.*	ʔOofaʔa/raʔa manu	Bird’s nest	Bird’s nest
CE.KOOFAI	Ofai	(Sesbania grandiflora) ; (Agati tomentosa)	(Hry)
CK.KOO-FATU.*	ʔOofaʔi	PierrePhonologically Irregular	(Lmt)
FJ.KOFE.A	ʔOfe, ʔohe	Bambou (Bambusa arundinacea, Schizostachyum glaucifolium)	(Lmt)
CE.KOFE-KOFE	ʔOheʔohe	A grass (Centotheca lappacea) ; like miniature bamboo. Plant (Centothea lappacea) (Lmt).	A grass (Centotheca lappacea) ; like miniature bamboo. Plante (Centothea lappacea) (Lmt).
CE.KOFE-KOFE	ʔOfeʔofe	(Centotheca lappacea L.)	(Hpr)
CE.KOFE-KOFE	Oheohe	Bare of branches	(Lmt)
NP.KOFI	ʔOhi	Ramasser of-ci of-there, glaner, parfois: cueillir	Ramasser de-ci de-là, glaner, parfois: cueillir
CE.KOO-FITI.1	ʔOohiti	Pincer, cueillir (en pinçant entre deux doigts)	Pincer, cueillir (en pinçant entre deux doigts)
CE.KOO-FITI.2	ʔOhiti	Crabe of petite taille qui vit in the sand of the plages	Crabe de petite taille qui vit dans le sable des plages
CE.KOO-FORE	Ohore/hore	Bare, as the eyebrows without hair, or a thing skinned	(Dvs)
OC.KOFU.1A	Ohu	A bundle of some food tied up, and baked in the native oven	(Dvs)
OC.KOFU.2	ʔOhu	Tourbillonner; be entouré	Tourbillonner; être entouré
OC.KOFU.2	Ohu	A cloud settled on top of the mountains	A cloud settled on top of the mountains
CE.KOO-FURE	Ohure	The anusUncertain Semantic Connection	(Dvs)
CE.KOO-FURE	ʔOohure	Derrière, postérieur (anatomie, hommes et animaux)Uncertain Semantic Connection	Derrière, postérieur (anatomie, hommes et animaux)Uncertain Semantic Connection
OC.KOHO	O	A spade, a stick used by the Tahitians to dig with	A spade, a stick used by the Tahitians to dig with
OC.KOHO	ʔOo	Pieu pour enlever the bourre of the cocos; enlever the bourre of the cocos; creuser the terre verticalement, faire of the trous in the terre, bêcher	Pieu pour enlever la bourre des cocos; enlever la bourre des cocos; creuser la terre verticalement, faire des trous dans la terre, bêcher
CE.KOI.2*.	ʔOi	Aiguisé, coupant	Aiguisé, coupant
CE.KALU-KALU.B	ʔAruʔaru	Nouveau-né	Nouveau-né
CE.KALU-KALU.B	A(ru)aru	A newborn infant	(Dvs)
OC.KOI.3	ʔOi	Pendant que, tant que; presque	Pendant que, tant que; presque
CE.KOI.4	ʔOi	Of peur que	De peur que
CE.KOI.5	ʔOi/ʔoi	Rapide, agile, rapidement; tôt, vite	Rapide, agile, rapidement; tôt, vite
EP.KOQILO	ʔOiro	Congre, famille des Congridae [Conger cinereus (Ruppell)]	(Lmt)
CE.KOKE	ʔOʔe	Epée, baionnette	Epée, baionnette
EP.KOKI	ʔOʔi	Foulure, entorse; se faire une entorse	(Lmt)
EP.KOO-KILI	ʔOʔiri	Balistidae.	(Rdl)
EP.KOO-KILI	ʔOoʔiri	Baliste, nom général of the poissons of the famille of the Balistidae...	Baliste, nom général des poissons de la famille des Balistidae...
CE.KOO-KIRI	Oiri	A black spot in the heavens near the Crossiers; to be in fear or alarm because of approaching dangerUncertain Semantic Connection	(Dvs)
OC.KOKOO	Oo	To cluck, as a hen; make noise, as a lizard	To cluck, as a hen; make noise, as a lizard
EC.KOOKOO.1	ʔOoʔoo/vea	Coucou migrateus (Eurodynamis taitensis)	(Lmt)
CE.KOOKOO.2B	ʔOoʔoo	Big trou in the terre	Grand trou dans la terre
CE.KOOKOO.2B	Oo	A large hole; the hollow between two waves	(Lmt)
CE.KOOKOO.2B	Ta/oo	A chasm or crack in the earth or rockProblematic	(Lmt)
PN.KOKOLO	ʔOʔoro	Ronfler en dormant, gargouiller (ventre), bouillonner (eau)	(Lmt)
EP.KOKOMA	Ooma	The human heart	(Dvs)
CE.KOOKOPU	ʔOʔopu	Generic term for gobies. Petits poissons of river of the famille of the Gobidae (Lmt)	Generic term for gobies. Petits poissons de rivière de la famille des Gobidae (Lmt)
EP.KOO-KURU.	Ouru	The name of a small tree that growds on the low islands	The name of a small tree that growds on the low islands
EP.KORE	ʔOre	Etre supprimé, ne more exister; négation after the the statifs (verbes d'état); verb to the sens négatif	Etre supprimé, ne plus exister; négation après les les statifs (verbes d'état); verbe au sens négatif
EP.KORE-KORE	Oreore	The name of three different nights of the Tahitian moon, viz.; first oreore, middle oreore, and last oreore. Nights 6-8 of lunar cycle (Aud).	(Dvs)
NP.KOO-LELO	Orero	Language, speech, oration; to speak, to address, make an oration; an orator or public speaker	(Dvs)
NP.KOO-LELO	ʔOorero	Faire un discours	(Lmt)
PN.KOLI.1B	ʔOri	Danse, danser	(Lmt)
NP.KOLI.1A	Ori	To shake	(Dvs)
TA.KOORIGO	ʔOoriʔo	Prunelle de l'oeil	(Lmt)
PN.KORO.1	Oro/feto	To be choking; to be unable to eat or swallow on account of alarm; not eatable, as some kinds of food	(Dvs)
TA.KOROI	Oroi	To turn, as the wind to another quarter; to alter the course, as a ship; to be out of perpendicular, as a wall, or a house	To turn, as the wind to another quarter; to alter the course, as a ship; to be out of perpendicular, as a wall, or a house
NP.KOLO-MAKI	Faʔa/ʔoromaʔi	Patience; supporter, prendre son mal en patience	(Lmt)
NP.KOLO-MATUA	Oromatua	The skull of a dead relative preserved...the ghosts of the dead...	(Dvs)
NP.KOLO-MATUA	ʔOrometua	Maître	Maître
EP.KOROUA	Oroua	Decrepit through age	(Dvs)
NP.KOO-LUA	ʔOorua	Pronom personnel, deuxième personne duel, vous deux	Pronom personnel, deuxième personne duel, vous deux
CE.KOO-RUHE	Oruhi	A certain crab when out of the shellUncertain Semantic Connection	(Dvs)
CE.KOO-RURE.*	Orure	To provoke, stir up mischief	(Lmt)
CE.KOO-RURE.*	ʔOorure	Se révolter	Se révolter
CE.KOMA.1	ʔOma	Herminette pour tailler the pirogues	Herminette pour tailler les pirogues
TA.KOMA.3	Omaoma	Banter, deride, call ill-names; to make mouths in derision; vile, contemptuous, as speech	(Dvs)
CE.KOO-MAKO	O/ma/mao	The name of a singing bird about the size of a sparrow	The name of a singing bird about the size of a sparrow
CE.KOO-MAKO	O/ma/maʔo	Tahitian Flycatcher (Pomarea nigra)	(Clk)
CE.KOO-MENE	Omene	To double a stiff rope or break a stickUncertain Semantic Connection	To double a stiff rope or break a stickUncertain Semantic Connection
CE.KOO-MENE	Omene/mene	To roll up or coil a rope; to make a thing of a roundish shapeUncertain Semantic Connection	To roll up or coil a rope; to make a thing of a roundish shapeUncertain Semantic Connection
CE.KOO-MIGO	ʔOomiʔo/miʔo	Chiffonné, ridé	Chiffonné, ridé
CE.KOO-MIRI	Omiri	To fondle over a person; to handle	(Dvs)
PN.KOMO.1	Omo	To introduce or put into, as food into a basket, property into a bag, &c.	To introduce or put into, as food into a basket, property into a bag, &c.
PN.KOMO.1	ʔO/ʔomo	Enfiler un vêtement, introduire in un contenant	Enfiler un vêtement, introduire dans un contenant
CE.KOO-MOTO	ʔOomoto	Coconut dont l’amande est consistante without be dure; cette amande	Coco dont l’amande est consistante sans être dure; cette amande
CE.KOO-MOTU	Omotu	A burning coal	(Dvs)
NP.KOOMULI	ʔOmuri	Carangue of nuit (Caranx sexfasciatus)	Carangue de nuit (Caranx sexfasciatus)
EO.KONA.4	Ona/ona	Acrid, unpleasant	(Dvs)
NP.KO-NEI	Onei	Here, at this place	(Dvs)
CE.KOO-NEKE	ʔOoneʔe/neʔe	Ramper, se traîner par terre, is said of quelqu'un qui est assis et qui se pousse	Ramper, se traîner par terre, se dit de quelqu'un qui est assis et qui se pousse
SO.KONI	Oni	Mâle (of certains animaux dont the taille ne dépasse pas celle of the cochon); un mâleProblematic	Mâle (de certains animaux dont la taille ne dépasse pas celle du cochon); un mâleProblematic
CE.ONI.*	Oni	To climb a tree without the cord or line usually employed	(Dvs)
CE.KOO-NIFI	Onihi	Withdraw from a person; slide, glide, wear away	(Dvs)
CE.KOONINI.1	Onini	The first forming of the fruit or berries of some trees, after the blossom falls	(Dvs)
CE.KOONINI.1	ʔOnini	Plant name	(???)
CP.KONO	Ono/ono	InsisterPhonologically Irregular	(Lmt)
CP.KONO	O/ono	To be pressing or urgent	(Dvs)
TA.KOPA.3	Opa	A corner, as of a room	A corner, as of a room
CE.KOO-PANA	Opana	To turn out a stone with a handspike, or an iron bar; to poke or search for a thing with an instrument; to turn out a person from his possession; to rake out old grievances	To turn out a stone with a handspike, or an iron bar; to poke or search for a thing with an instrument; to turn out a person from his possession; to rake out old grievances
